canton,skill,vacancy_count,rank,share_within_group
ZG,azure data factory,1,11,0.0118
ZG,beta testing,1,11,0.0118
ZG,canoe,1,11,0.0118
ZG,canopen,1,11,0.0118
ZG,capl,1,11,0.0118
ZG,ceph,1,11,0.0118
ZG,ci / cd build server,1,11,0.0118
ZG,cmake,1,11,0.0118
ZG,code_reviews,1,11,0.0118
ZG,conan,1,11,0.0118
ZG,cucumber,1,11,0.0118
ZG,dataiku,1,11,0.0118
ZG,emwin,1,11,0.0118
ZG,feasibility studies,1,11,0.0118
ZG,fivetran,1,11,0.0118
ZG,gcp,1,11,0.0118
ZG,git,1,11,0.0118
ZG,integration_tests,1,11,0.0118
ZG,keras,1,11,0.0118
ZG,kotlin,1,11,0.0118
ZG,lean-agile,1,11,0.0118
ZG,linux (debian),1,11,0.0118
ZG,microsoft fabric,1,11,0.0118
ZG,nodejs,1,11,0.0118
ZG,pair_programming,1,11,0.0118
ZG,product management,1,11,0.0118
ZG,proxmox,1,11,0.0118
ZG,qt,1,11,0.0118
ZG,qt for mcu,1,11,0.0118
ZG,qt/qml,1,11,0.0118
ZG,qt/qml on embedded linux,1,11,0.0118
ZG,requirements engineering,1,11,0.0118
ZG,scikit_learn,1,11,0.0118
ZG,selenium,1,11,0.0118
ZG,specflow,1,11,0.0118
ZG,spring,1,11,0.0118
ZG,sql database,1,11,0.0118
ZG,storage,1,11,0.0118
ZG,swift,1,11,0.0118
ZG,talend,1,11,0.0118
ZG,tofu,1,11,0.0118
ZG,unit_tests,1,11,0.0118
ZG,vt system,1,11,0.0118
ZG,vteststudio,1,11,0.0118
ZG,winui,1,11,0.0118
ZG,xaml,1,11,0.0118
ZG,zfs,1,11,0.0118
ZH,agile,682,1,0.2213
ZH,python,619,2,0.2008
ZH,ci_cd,538,3,0.1746
ZH,devops,484,4,0.157
ZH,sql,436,5,0.1415
ZH,java,390,6,0.1265
ZH,azure,343,7,0.1113
ZH,aws,281,8,0.0912
ZH,typescript,208,9,0.0675
ZH,react,201,10,0.0652
ZH,kubernetes,181,11,0.0587
ZH,gcp,175,12,0.0568
ZH,javascript,169,13,0.0548
ZH,angular,164,14,0.0532
ZH,csharp,154,15,0.05
ZH,c++,151,16,0.049
ZH,spring,143,17,0.0464
ZH,dotnet,136,18,0.0441
ZH,spark,135,19,0.0438
ZH,microservices,125,20,0.0406
