role_category,skill,vacancy_count,rank,share_within_group
support_operations,mecm,1,18,0.0022
support_operations,mfa,1,18,0.0022
support_operations,microservices,1,18,0.0022
support_operations,microsoft 365 copilot,1,18,0.0022
support_operations,microsoft active directory,1,18,0.0022
support_operations,microsoft azure,1,18,0.0022
support_operations,microsoft azure app services,1,18,0.0022
support_operations,microsoft defender,1,18,0.0022
support_operations,microsoft defender for endpoint,1,18,0.0022
support_operations,microsoft dynamics 365 business central,1,18,0.0022
support_operations,microsoft dynamics d365,1,18,0.0022
support_operations,microsoft iis,1,18,0.0022
support_operations,microsoft office 365,1,18,0.0022
support_operations,microsoft operating systems,1,18,0.0022
support_operations,microsoft power apps,1,18,0.0022
support_operations,microsoft sql,1,18,0.0022
support_operations,microsoft sql server integration services,1,18,0.0022
support_operations,microsoft_teams,1,18,0.0022
support_operations,mobile device management,1,18,0.0022
support_operations,modbus,1,18,0.0022
support_operations,mongodb,1,18,0.0022
support_operations,mqtt,1,18,0.0022
support_operations,ms 365,1,18,0.0022
support_operations,ms excel,1,18,0.0022
support_operations,ms sql server,1,18,0.0022
support_operations,ms teams,1,18,0.0022
support_operations,ms-office (word/excel/outlook),1,18,0.0022
support_operations,ms-sql server,1,18,0.0022
support_operations,ms365 administration,1,18,0.0022
support_operations,mysql,1,18,0.0022
support_operations,nagios,1,18,0.0022
support_operations,node-red,1,18,0.0022
support_operations,nodejs,1,18,0.0022
support_operations,"nodejs (js, ts)",1,18,0.0022
support_operations,o365 admin,1,18,0.0022
support_operations,octopus,1,18,0.0022
support_operations,"office (word, excel, outlook, powerpoint)",1,18,0.0022
support_operations,office applications,1,18,0.0022
support_operations,office365,1,18,0.0022
support_operations,opc ua,1,18,0.0022
support_operations,oracle clients,1,18,0.0022
support_operations,oracle database,1,18,0.0022
support_operations,payroll systems,1,18,0.0022
support_operations,pbx,1,18,0.0022
support_operations,php,1,18,0.0022
support_operations,plc,1,18,0.0022
support_operations,postgres,1,18,0.0022
support_operations,power apps,1,18,0.0022
support_operations,power automate,1,18,0.0022
support_operations,problem management,1,18,0.0022
support_operations,procurement,1,18,0.0022
support_operations,project management,1,18,0.0022
support_operations,project-management,1,18,0.0022
support_operations,project_management,1,18,0.0022
support_operations,provisioning,1,18,0.0022
support_operations,prtg,1,18,0.0022
support_operations,rds,1,18,0.0022
support_operations,re/fx,1,18,0.0022
support_operations,redis,1,18,0.0022
support_operations,remedy,1,18,0.0022
support_operations,requirements-engineering,1,18,0.0022
support_operations,retrospectives,1,18,0.0022
support_operations,s7,1,18,0.0022
support_operations,safe-inspired,1,18,0.0022
support_operations,"sap cloud (btp, calm, rise)",1,18,0.0022
support_operations,sap erp,1,18,0.0022
support_operations,sap fi/co,1,18,0.0022
support_operations,sap hana,1,18,0.0022
support_operations,sap hcm,1,18,0.0022
support_operations,sap is-h,1,18,0.0022
support_operations,sap netweaver,1,18,0.0022
support_operations,sap webdispatcher,1,18,0.0022
support_operations,sapui5,1,18,0.0022
support_operations,sccm/mecm,1,18,0.0022
support_operations,schulung,1,18,0.0022
support_operations,scripting,1,18,0.0022
support_operations,second-level support,1,18,0.0022
support_operations,second-level-support,1,18,0.0022
support_operations,security/awareness,1,18,0.0022
support_operations,service desk plus,1,18,0.0022
support_operations,service improvement,1,18,0.0022
support_operations,servicedesk plus,1,18,0.0022
support_operations,sharepoint online,1,18,0.0022
support_operations,sim4life,1,18,0.0022
support_operations,sip,1,18,0.0022
support_operations,splunk,1,18,0.0022
support_operations,spring,1,18,0.0022
support_operations,sql server,1,18,0.0022
support_operations,sso,1,18,0.0022
support_operations,stich,1,18,0.0022
support_operations,switches,1,18,0.0022
support_operations,tafj,1,18,0.0022
support_operations,tailscale,1,18,0.0022
support_operations,talend,1,18,0.0022
support_operations,tcp_ip,1,18,0.0022
support_operations,teams telephony,1,18,0.0022
support_operations,telefonie,1,18,0.0022
support_operations,temenos t24,1,18,0.0022
support_operations,test,1,18,0.0022
support_operations,ticketing,1,18,0.0022
support_operations,ticketing tools,1,18,0.0022
support_operations,training,1,18,0.0022
support_operations,travel or expense systems,1,18,0.0022
support_operations,trayport,1,18,0.0022
support_operations,trello,1,18,0.0022
support_operations,ts,1,18,0.0022
support_operations,typescript,1,18,0.0022
support_operations,ums,1,18,0.0022
support_operations,vendor management,1,18,0.0022
support_operations,vlan,1,18,0.0022
support_operations,vm,1,18,0.0022
support_operations,vmware/vsphere,1,18,0.0022
support_operations,vpn,1,18,0.0022
support_operations,vpx,1,18,0.0022
support_operations,waste management,1,18,0.0022
support_operations,web services,1,18,0.0022
support_operations,webapplikationen,1,18,0.0022
support_operations,windows_server,1,18,0.0022
support_operations,wlan,1,18,0.0022
support_operations,wordpress,1,18,0.0022
support_operations,workspace one,1,18,0.0022
ux_ui_design,figma,8,1,0.2051
ux_ui_design,agile,7,2,0.1795
ux_ui_design,boost,3,3,0.0769
ux_ui_design,angular,2,4,0.0513
ux_ui_design,ci_cd,2,4,0.0513
ux_ui_design,devops,2,4,0.0513
ux_ui_design,git,2,4,0.0513
ux_ui_design,kubernetes,2,4,0.0513
ux_ui_design,react,2,4,0.0513
ux_ui_design,rest_api,2,4,0.0513
ux_ui_design,sql,2,4,0.0513
ux_ui_design,typescript,2,4,0.0513
ux_ui_design,vue,2,4,0.0513
ux_ui_design,3d printing,1,5,0.0256
ux_ui_design,acrobat,1,5,0.0256
ux_ui_design,adobe creative suite,1,5,0.0256
ux_ui_design,adobe illustrator,1,5,0.0256
ux_ui_design,adobe suite,1,5,0.0256
ux_ui_design,arduino,1,5,0.0256
ux_ui_design,blender,1,5,0.0256
ux_ui_design,cad tools,1,5,0.0256
ux_ui_design,clickup,1,5,0.0256
ux_ui_design,cvent,1,5,0.0256
ux_ui_design,design systems,1,5,0.0256
ux_ui_design,design thinking,1,5,0.0256
ux_ui_design,enterprise event databases,1,5,0.0256
ux_ui_design,excel,1,5,0.0256
ux_ui_design,html/css,1,5,0.0256
ux_ui_design,kanban,1,5,0.0256
ux_ui_design,maze,1,5,0.0256
ux_ui_design,microsoft 365,1,5,0.0256
ux_ui_design,outlook,1,5,0.0256
ux_ui_design,photoshop,1,5,0.0256
ux_ui_design,posthog,1,5,0.0256
ux_ui_design,powerpoint,1,5,0.0256
ux_ui_design,raspberry pi,1,5,0.0256
ux_ui_design,relational,1,5,0.0256
ux_ui_design,render software (keyshot),1,5,0.0256
ux_ui_design,rhino,1,5,0.0256
ux_ui_design,scrum,1,5,0.0256
ux_ui_design,sketch,1,5,0.0256
ux_ui_design,spark,1,5,0.0256
ux_ui_design,teams,1,5,0.0256
ux_ui_design,testing,1,5,0.0256
ux_ui_design,ux methods,1,5,0.0256
ux_ui_design,video production tools,1,5,0.0256
ux_ui_design,word,1,5,0.0256
ux_ui_design,xd,1,5,0.0256
