week_start,canton,role_category,published_count,closed_count,net_change
2026-04-20,SG,data_ai,0,1,-1
2026-04-20,SG,devops_cloud_platform,2,4,-2
2026-04-20,SG,product_project_analysis,2,1,1
2026-04-20,SG,security,1,1,0
2026-04-20,SG,software_engineering,5,1,4
2026-04-20,SG,support_operations,2,1,1
2026-04-20,SH,software_engineering,1,0,1
2026-04-20,SO,data_ai,1,0,1
2026-04-20,SO,devops_cloud_platform,1,2,-1
2026-04-20,SO,software_engineering,0,3,-3
2026-04-20,SO,support_operations,0,2,-2
2026-04-20,SZ,product_project_analysis,1,0,1
2026-04-20,SZ,software_engineering,0,1,-1
2026-04-20,SZ,support_operations,1,0,1
2026-04-20,TG,product_project_analysis,0,1,-1
2026-04-20,TG,security,0,1,-1
2026-04-20,TI,data_ai,1,0,1
2026-04-20,TI,devops_cloud_platform,6,3,3
2026-04-20,TI,erp_business_systems,1,0,1
2026-04-20,TI,product_project_analysis,1,0,1
2026-04-20,TI,software_engineering,0,1,-1
2026-04-20,TI,support_operations,1,0,1
2026-04-20,UR,support_operations,0,1,-1
2026-04-20,Unknown,devops_cloud_platform,0,3,-3
2026-04-20,Unknown,product_project_analysis,1,0,1
2026-04-20,Unknown,qa_testing,1,0,1
2026-04-20,Unknown,security,1,0,1
2026-04-20,Unknown,software_engineering,1,4,-3
2026-04-20,Unknown,support_operations,1,2,-1
2026-04-20,VD,data_ai,3,1,2
2026-04-20,VD,devops_cloud_platform,2,3,-1
2026-04-20,VD,erp_business_systems,1,1,0
2026-04-20,VD,product_project_analysis,3,3,0
2026-04-20,VD,qa_testing,1,2,-1
2026-04-20,VD,security,2,1,1
2026-04-20,VD,software_engineering,4,11,-7
2026-04-20,VD,support_operations,2,2,0
2026-04-20,VD,ux_ui_design,1,0,1
2026-04-20,VS,product_project_analysis,1,0,1
2026-04-20,VS,support_operations,1,0,1
2026-04-20,ZG,devops_cloud_platform,1,1,0
2026-04-20,ZG,security,1,0,1
2026-04-20,ZG,software_engineering,1,1,0
2026-04-20,ZH,data_ai,17,15,2
2026-04-20,ZH,devops_cloud_platform,29,46,-17
2026-04-20,ZH,erp_business_systems,9,13,-4
2026-04-20,ZH,product_project_analysis,31,29,2
2026-04-20,ZH,qa_testing,6,6,0
2026-04-20,ZH,security,26,16,10
2026-04-20,ZH,software_engineering,79,55,24
2026-04-20,ZH,support_operations,26,21,5
2026-04-20,ZH,ux_ui_design,1,1,0
2026-04-27,AG,devops_cloud_platform,2,5,-3
2026-04-27,AG,product_project_analysis,0,1,-1
2026-04-27,AG,qa_testing,0,2,-2
2026-04-27,AG,security,0,2,-2
2026-04-27,AG,software_engineering,4,10,-6
2026-04-27,AG,support_operations,1,3,-2
2026-04-27,AI,product_project_analysis,0,1,-1
2026-04-27,AR,devops_cloud_platform,0,1,-1
2026-04-27,AR,software_engineering,0,3,-3
2026-04-27,AR,ux_ui_design,0,1,-1
2026-04-27,BE,data_ai,0,5,-5
2026-04-27,BE,devops_cloud_platform,7,21,-14
2026-04-27,BE,erp_business_systems,3,2,1
2026-04-27,BE,product_project_analysis,3,13,-10
2026-04-27,BE,qa_testing,1,5,-4
2026-04-27,BE,security,1,2,-1
2026-04-27,BE,software_engineering,14,27,-13
2026-04-27,BE,support_operations,6,13,-7
2026-04-27,BL,devops_cloud_platform,1,0,1
2026-04-27,BL,product_project_analysis,3,5,-2
2026-04-27,BL,security,1,2,-1
2026-04-27,BL,support_operations,1,0,1
2026-04-27,BS,data_ai,1,1,0
2026-04-27,BS,devops_cloud_platform,4,4,0
2026-04-27,BS,product_project_analysis,0,2,-2
2026-04-27,BS,security,0,4,-4
2026-04-27,BS,software_engineering,1,5,-4
2026-04-27,BS,support_operations,0,4,-4
2026-04-27,FR,data_ai,1,0,1
2026-04-27,FR,software_engineering,1,0,1
2026-04-27,FR,support_operations,0,2,-2
2026-04-27,GE,data_ai,2,4,-2
2026-04-27,GE,devops_cloud_platform,0,2,-2
2026-04-27,GE,erp_business_systems,1,0,1
2026-04-27,GE,product_project_analysis,4,4,0
2026-04-27,GE,qa_testing,0,1,-1
2026-04-27,GE,security,4,8,-4
2026-04-27,GE,software_engineering,2,17,-15
2026-04-27,GE,support_operations,0,3,-3
2026-04-27,GR,product_project_analysis,0,2,-2
2026-04-27,GR,software_engineering,2,1,1
2026-04-27,LU,data_ai,0,4,-4
2026-04-27,LU,devops_cloud_platform,0,7,-7
2026-04-27,LU,product_project_analysis,3,7,-4
2026-04-27,LU,qa_testing,1,1,0
2026-04-27,LU,security,1,4,-3
2026-04-27,LU,software_engineering,2,5,-3
2026-04-27,LU,support_operations,1,2,-1
2026-04-27,LU,ux_ui_design,1,0,1
2026-04-27,NE,data_ai,1,2,-1
2026-04-27,NE,devops_cloud_platform,0,1,-1
2026-04-27,NE,product_project_analysis,2,2,0
2026-04-27,NE,software_engineering,0,1,-1
2026-04-27,NE,support_operations,0,1,-1
2026-04-27,NW,data_ai,0,1,-1
2026-04-27,OW,software_engineering,1,0,1
2026-04-27,OW,support_operations,0,1,-1
2026-04-27,SG,devops_cloud_platform,1,4,-3
2026-04-27,SG,qa_testing,0,1,-1
2026-04-27,SG,security,1,1,0
2026-04-27,SG,software_engineering,2,6,-4
2026-04-27,SG,support_operations,0,1,-1
2026-04-27,SH,security,0,1,-1
2026-04-27,SO,devops_cloud_platform,1,3,-2
2026-04-27,SO,product_project_analysis,1,1,0
2026-04-27,SO,qa_testing,0,1,-1
2026-04-27,SO,security,1,1,0
2026-04-27,SO,software_engineering,0,1,-1
2026-04-27,SZ,data_ai,1,0,1
2026-04-27,SZ,devops_cloud_platform,0,1,-1
2026-04-27,SZ,product_project_analysis,0,1,-1
2026-04-27,TG,devops_cloud_platform,1,3,-2
2026-04-27,TG,product_project_analysis,0,1,-1
2026-04-27,TG,security,1,4,-3
2026-04-27,TG,software_engineering,0,3,-3
2026-04-27,TI,devops_cloud_platform,0,3,-3
2026-04-27,TI,product_project_analysis,0,1,-1
2026-04-27,TI,software_engineering,0,1,-1
2026-04-27,TI,support_operations,0,1,-1
2026-04-27,Unknown,data_ai,1,1,0
2026-04-27,Unknown,devops_cloud_platform,1,3,-2
2026-04-27,Unknown,product_project_analysis,2,2,0
2026-04-27,Unknown,qa_testing,0,2,-2
2026-04-27,Unknown,security,0,1,-1
2026-04-27,Unknown,software_engineering,0,4,-4
2026-04-27,VD,data_ai,3,11,-8
2026-04-27,VD,devops_cloud_platform,0,2,-2
2026-04-27,VD,product_project_analysis,10,26,-16
2026-04-27,VD,qa_testing,2,1,1
2026-04-27,VD,security,0,2,-2
2026-04-27,VD,software_engineering,8,11,-3
2026-04-27,VD,support_operations,5,3,2
2026-04-27,VD,ux_ui_design,1,1,0
2026-04-27,VS,devops_cloud_platform,2,0,2
2026-04-27,VS,product_project_analysis,0,1,-1
2026-04-27,VS,qa_testing,0,1,-1
2026-04-27,VS,software_engineering,0,1,-1
2026-04-27,ZG,data_ai,0,2,-2
2026-04-27,ZG,devops_cloud_platform,0,2,-2
2026-04-27,ZG,product_project_analysis,2,0,2
2026-04-27,ZG,qa_testing,1,0,1
2026-04-27,ZG,security,1,1,0
2026-04-27,ZG,software_engineering,1,2,-1
2026-04-27,ZH,data_ai,17,34,-17
2026-04-27,ZH,devops_cloud_platform,46,73,-27
2026-04-27,ZH,erp_business_systems,5,11,-6
2026-04-27,ZH,product_project_analysis,36,58,-22
2026-04-27,ZH,qa_testing,5,6,-1
2026-04-27,ZH,security,21,34,-13
2026-04-27,ZH,software_engineering,63,159,-96
2026-04-27,ZH,support_operations,27,50,-23
2026-04-27,ZH,ux_ui_design,2,5,-3
2026-05-04,AG,devops_cloud_platform,2,1,1
2026-05-04,AG,product_project_analysis,1,2,-1
2026-05-04,AG,qa_testing,1,1,0
2026-05-04,AG,security,0,2,-2
2026-05-04,AG,software_engineering,1,4,-3
2026-05-04,AG,support_operations,1,2,-1
2026-05-04,AR,devops_cloud_platform,1,1,0
2026-05-04,AR,software_engineering,3,3,0
2026-05-04,AR,support_operations,0,2,-2
2026-05-04,BE,data_ai,2,3,-1
2026-05-04,BE,devops_cloud_platform,9,10,-1
2026-05-04,BE,erp_business_systems,2,0,2
2026-05-04,BE,product_project_analysis,7,4,3
2026-05-04,BE,security,6,3,3
2026-05-04,BE,software_engineering,10,7,3
2026-05-04,BE,support_operations,5,2,3
2026-05-04,BL,devops_cloud_platform,1,4,-3
2026-05-04,BS,data_ai,1,1,0
2026-05-04,BS,devops_cloud_platform,2,2,0
2026-05-04,BS,product_project_analysis,2,1,1
2026-05-04,BS,security,4,0,4
2026-05-04,BS,software_engineering,0,3,-3
2026-05-04,BS,support_operations,1,0,1
2026-05-04,FR,product_project_analysis,1,0,1
2026-05-04,FR,qa_testing,0,1,-1
2026-05-04,FR,software_engineering,2,1,1
2026-05-04,FR,support_operations,0,1,-1
2026-05-04,GE,data_ai,1,2,-1
2026-05-04,GE,devops_cloud_platform,3,1,2
2026-05-04,GE,erp_business_systems,1,0,1
2026-05-04,GE,product_project_analysis,2,2,0
2026-05-04,GE,qa_testing,0,1,-1
2026-05-04,GE,security,2,1,1
2026-05-04,GE,software_engineering,6,4,2
2026-05-04,GE,support_operations,2,2,0
2026-05-04,GE,ux_ui_design,1,1,0
2026-05-04,GR,devops_cloud_platform,1,0,1
2026-05-04,GR,erp_business_systems,0,1,-1
2026-05-04,GR,security,0,2,-2
2026-05-04,GR,software_engineering,2,0,2
2026-05-04,LU,data_ai,0,1,-1
2026-05-04,LU,devops_cloud_platform,3,0,3
2026-05-04,LU,erp_business_systems,1,1,0
2026-05-04,LU,product_project_analysis,1,2,-1
2026-05-04,LU,software_engineering,2,2,0
2026-05-04,LU,support_operations,2,1,1
2026-05-04,NE,data_ai,2,3,-1
2026-05-04,NE,devops_cloud_platform,1,0,1
2026-05-04,NE,product_project_analysis,1,0,1
2026-05-04,OW,support_operations,1,0,1
2026-05-04,SG,devops_cloud_platform,0,2,-2
2026-05-04,SG,product_project_analysis,3,1,2
2026-05-04,SG,qa_testing,1,2,-1
2026-05-04,SG,security,1,0,1
2026-05-04,SG,software_engineering,0,1,-1
2026-05-04,SG,support_operations,0,1,-1
2026-05-04,SH,devops_cloud_platform,0,1,-1
2026-05-04,SH,product_project_analysis,1,0,1
2026-05-04,SH,qa_testing,0,1,-1
2026-05-04,SO,devops_cloud_platform,2,0,2
2026-05-04,SO,security,1,0,1
2026-05-04,SO,software_engineering,1,1,0
2026-05-04,SZ,product_project_analysis,1,0,1
2026-05-04,TG,devops_cloud_platform,1,0,1
2026-05-04,TI,software_engineering,1,1,0
2026-05-04,Unknown,data_ai,0,1,-1
2026-05-04,Unknown,product_project_analysis,2,3,-1
2026-05-04,Unknown,qa_testing,0,1,-1
2026-05-04,Unknown,software_engineering,3,4,-1
2026-05-04,Unknown,support_operations,1,0,1
2026-05-04,VD,data_ai,4,1,3
2026-05-04,VD,devops_cloud_platform,4,4,0
2026-05-04,VD,erp_business_systems,1,0,1
2026-05-04,VD,product_project_analysis,7,2,5
2026-05-04,VD,security,2,2,0
2026-05-04,VD,software_engineering,11,4,7
2026-05-04,VD,support_operations,3,2,1
2026-05-04,VD,ux_ui_design,0,1,-1
2026-05-04,VS,devops_cloud_platform,1,0,1
2026-05-04,VS,software_engineering,0,1,-1
2026-05-04,ZG,devops_cloud_platform,0,1,-1
2026-05-04,ZG,product_project_analysis,1,0,1
2026-05-04,ZG,software_engineering,3,0,3
2026-05-04,ZH,data_ai,15,21,-6
2026-05-04,ZH,devops_cloud_platform,28,36,-8
2026-05-04,ZH,erp_business_systems,7,6,1
2026-05-04,ZH,product_project_analysis,31,34,-3
2026-05-04,ZH,qa_testing,9,4,5
2026-05-04,ZH,security,20,15,5
2026-05-04,ZH,software_engineering,89,69,20
2026-05-04,ZH,support_operations,31,24,7
2026-05-04,ZH,ux_ui_design,1,3,-2
2026-05-11,AG,devops_cloud_platform,1,0,1
2026-05-11,AG,security,1,0,1
2026-05-11,AG,software_engineering,3,0,3
2026-05-11,AR,devops_cloud_platform,1,0,1
2026-05-11,AR,software_engineering,3,0,3
2026-05-11,BE,data_ai,3,0,3
2026-05-11,BE,devops_cloud_platform,8,0,8
2026-05-11,BE,product_project_analysis,5,0,5
2026-05-11,BE,security,5,0,5
2026-05-11,BE,software_engineering,6,0,6
2026-05-11,BE,support_operations,6,0,6
2026-05-11,BL,support_operations,2,0,2
2026-05-11,BS,product_project_analysis,1,0,1
2026-05-11,BS,software_engineering,3,0,3
2026-05-11,FR,software_engineering,1,0,1
2026-05-11,GE,data_ai,3,0,3
2026-05-11,GE,devops_cloud_platform,4,0,4
2026-05-11,GE,product_project_analysis,1,0,1
2026-05-11,GE,security,1,0,1
2026-05-11,GE,software_engineering,1,0,1
2026-05-11,GE,support_operations,3,0,3
2026-05-11,LU,devops_cloud_platform,3,0,3
2026-05-11,LU,product_project_analysis,3,0,3
2026-05-11,LU,qa_testing,1,0,1
2026-05-11,LU,security,3,0,3
2026-05-11,LU,software_engineering,5,0,5
2026-05-11,LU,support_operations,2,0,2
2026-05-11,NE,support_operations,1,0,1
2026-05-11,OW,software_engineering,1,0,1
2026-05-11,SG,devops_cloud_platform,2,0,2
2026-05-11,SO,devops_cloud_platform,2,0,2
2026-05-11,SO,product_project_analysis,1,0,1
2026-05-11,SO,security,1,0,1
2026-05-11,SO,software_engineering,3,0,3
2026-05-11,SZ,devops_cloud_platform,2,0,2
2026-05-11,TG,devops_cloud_platform,2,0,2
2026-05-11,Unknown,security,2,0,2
2026-05-11,Unknown,software_engineering,5,0,5
2026-05-11,VD,data_ai,1,0,1
2026-05-11,VD,devops_cloud_platform,1,0,1
2026-05-11,VD,erp_business_systems,1,0,1
2026-05-11,VD,product_project_analysis,11,0,11
2026-05-11,VD,security,1,0,1
2026-05-11,VD,software_engineering,9,0,9
2026-05-11,VD,support_operations,1,0,1
2026-05-11,VD,ux_ui_design,1,0,1
2026-05-11,VS,security,1,0,1
2026-05-11,VS,software_engineering,2,0,2
2026-05-11,ZG,product_project_analysis,2,0,2
2026-05-11,ZG,support_operations,1,0,1
2026-05-11,ZH,data_ai,16,0,16
2026-05-11,ZH,devops_cloud_platform,39,0,39
2026-05-11,ZH,erp_business_systems,12,0,12
2026-05-11,ZH,product_project_analysis,32,0,32
2026-05-11,ZH,qa_testing,9,0,9
2026-05-11,ZH,security,14,0,14
2026-05-11,ZH,software_engineering,51,0,51
2026-05-11,ZH,support_operations,26,0,26
