city,skill,vacancy_count,rank,share_within_group
Ticino,aws,1,1,1.0
Ticino,azure,1,1,1.0
Ticino,ci_cd,1,1,1.0
Ticino,devops,1,1,1.0
Ticino,docker,1,1,1.0
Ticino,gcp,1,1,1.0
Ticino,git,1,1,1.0
Ticino,kubernetes,1,1,1.0
Ticino,openshift,1,1,1.0
Ticino,terraform,1,1,1.0
Unknown,agile,1,1,0.3333
Unknown,c++,1,1,0.3333
Unknown,ci_cd,1,1,0.3333
Unknown,clean_code,1,1,0.3333
Unknown,csharp,1,1,0.3333
Unterentfelden,azure,1,1,1.0
Unterentfelden,linux,1,1,1.0
Unterentfelden,sql,1,1,1.0
Unterkulm,azure,1,1,1.0
Unterkulm,docker,1,1,1.0
Unterkulm,kubernetes,1,1,1.0
Unterkulm,linux,1,1,1.0
Urdorf,agile,1,1,1.0
Urdorf,angular,1,1,1.0
Urdorf,ci_cd,1,1,1.0
Urdorf,cypress,1,1,1.0
Urdorf,git,1,1,1.0
Urdorf,javascript,1,1,1.0
Urdorf,jest,1,1,1.0
Urdorf,playwright,1,1,1.0
Urdorf,rest_api,1,1,1.0
Urdorf,typescript,1,1,1.0
Vaduz,angular,1,1,1.0
Vaduz,devops,1,1,1.0
Vaduz,docker,1,1,1.0
Vaduz,git,1,1,1.0
Vaduz,kubernetes,1,1,1.0
Vaduz,laravel,1,1,1.0
Vaduz,mysql,1,1,1.0
Vaduz,php,1,1,1.0
Vaduz,postgresql,1,1,1.0
Vaduz,symfony,1,1,1.0
Vitznau,linux,1,1,1.0
Volketswil,azure,2,1,0.3333
Volketswil,aws,1,2,0.1667
Volketswil,devops,1,2,0.1667
Volketswil,gcp,1,2,0.1667
Volketswil,linux,1,2,0.1667
Volketswil,mssql,1,2,0.1667
Volketswil,python,1,2,0.1667
Volketswil,sql,1,2,0.1667
Volketswil,terraform,1,2,0.1667
Wallisellen,linux,7,1,0.3333
Wallisellen,docker,5,2,0.2381
Wallisellen,kubernetes,5,2,0.2381
Wallisellen,ci_cd,4,3,0.1905
Wallisellen,azure,3,4,0.1429
Wallisellen,devops,3,4,0.1429
Wallisellen,rest_api,3,4,0.1429
Wallisellen,c++,2,5,0.0952
Wallisellen,git,2,5,0.0952
Wallisellen,openshift,2,5,0.0952
Wallisellen,agile,1,6,0.0476
Wallisellen,ansible,1,6,0.0476
Wallisellen,csharp,1,6,0.0476
Wallisellen,databricks,1,6,0.0476
Wallisellen,etl,1,6,0.0476
Wallisellen,java,1,6,0.0476
Wallisellen,oracle,1,6,0.0476
Wallisellen,python,1,6,0.0476
Wallisellen,terraform,1,6,0.0476
Wallisellen,test_automation,1,6,0.0476
Weggis,agile,1,1,1.0
Weggis,azure,1,1,1.0
Weggis,ci_cd,1,1,1.0
Weggis,csharp,1,1,1.0
Weggis,cypress,1,1,1.0
Weggis,devops,1,1,1.0
Weggis,dotnet,1,1,1.0
Weggis,playwright,1,1,1.0
Weggis,react,1,1,1.0
Weggis,rest_api,1,1,1.0
Weggis,sql,1,1,1.0
Weggis,terraform,1,1,1.0
Weggis,typescript,1,1,1.0
Wetzikon,azure,1,1,1.0
Wetzikon ZH,azure,4,1,0.8
Wetzikon ZH,devops,2,2,0.4
Wetzikon ZH,rest_api,2,2,0.4
Wetzikon ZH,sql,2,2,0.4
Wetzikon ZH,agile,1,3,0.2
Wetzikon ZH,angular,1,3,0.2
Wetzikon ZH,ci_cd,1,3,0.2
Wetzikon ZH,csharp,1,3,0.2
Wetzikon ZH,cypress,1,3,0.2
Wetzikon ZH,dotnet,1,3,0.2
Wetzikon ZH,git,1,3,0.2
Wetzikon ZH,mssql,1,3,0.2
Wetzikon ZH,react,1,3,0.2
Wetzikon ZH,typescript,1,3,0.2
Wilderswil,linux,2,1,1.0
Wilderswil,oracle,2,1,1.0
Willisau,azure,1,1,1.0
Willisau,mssql,1,1,1.0
Winterthur,linux,5,1,0.2273
Winterthur,agile,4,2,0.1818
Winterthur,ansible,4,2,0.1818
Winterthur,azure,4,2,0.1818
Winterthur,python,3,3,0.1364
Winterthur,ci_cd,2,4,0.0909
Winterthur,devops,2,4,0.0909
Winterthur,java,2,4,0.0909
Winterthur,kubernetes,2,4,0.0909
Winterthur,sql,2,4,0.0909
Winterthur,angular,1,5,0.0455
Winterthur,aws,1,5,0.0455
Winterthur,c++,1,5,0.0455
Winterthur,databricks,1,5,0.0455
Winterthur,docker,1,5,0.0455
Winterthur,dotnet,1,5,0.0455
Winterthur,nodejs,1,5,0.0455
Winterthur,rest_api,1,5,0.0455
Winterthur,terraform,1,5,0.0455
Wohlen AG,ansible,1,1,0.5
Wohlen AG,azure,1,1,0.5
Wohlen AG,terraform,1,1,0.5
Yverdon-les-Bains,agile,1,1,0.5
Yverdon-les-Bains,ci_cd,1,1,0.5
Yverdon-les-Bains,docker,1,1,0.5
Yverdon-les-Bains,java,1,1,0.5
Yverdon-les-Bains,javascript,1,1,0.5
Yverdon-les-Bains,python,1,1,0.5
Yverdon-les-Bains,pytorch,1,1,0.5
Yverdon-les-Bains,react,1,1,0.5
Yverdon-les-Bains,sql,1,1,0.5
Yverdon-les-Bains,tensorflow,1,1,0.5
Yverdon-les-Bains,typescript,1,1,0.5
Zuchwil,angular,1,1,1.0
Zuchwil,ci_cd,1,1,1.0
Zuchwil,docker,1,1,1.0
Zuchwil,git,1,1,1.0
Zuchwil,java,1,1,1.0
Zuchwil,kafka,1,1,1.0
Zuchwil,mongodb,1,1,1.0
Zuchwil,oracle,1,1,1.0
Zuchwil,postgresql,1,1,1.0
Zuchwil,react,1,1,1.0
Zuchwil,spring,1,1,1.0
Zug,ci_cd,4,1,0.3636
Zug,python,4,1,0.3636
Zug,aws,3,2,0.2727
Zug,git,3,2,0.2727
Zug,agile,2,3,0.1818
Zug,azure,2,3,0.1818
Zug,c++,2,3,0.1818
Zug,linux,2,3,0.1818
Zug,ansible,1,4,0.0909
Zug,devops,1,4,0.0909
Zug,javascript,1,4,0.0909
Zug,oracle,1,4,0.0909
Zug,rest_api,1,4,0.0909
Zug,snowflake,1,4,0.0909
Zug,sql,1,4,0.0909
Zurich,aws,12,1,0.2264
Zurich,azure,12,1,0.2264
Zurich,agile,11,2,0.2075
Zurich,python,11,2,0.2075
Zurich,devops,10,3,0.1887
Zurich,java,10,3,0.1887
Zurich,sql,10,3,0.1887
Zurich,angular,9,4,0.1698
Zurich,ci_cd,9,4,0.1698
Zurich,gcp,8,5,0.1509
Zurich,docker,7,6,0.1321
Zurich,spark,7,6,0.1321
Zurich,c++,6,7,0.1132
Zurich,git,6,7,0.1132
Zurich,react,6,7,0.1132
Zurich,kubernetes,5,8,0.0943
Zurich,spring,5,8,0.0943
Zurich,typescript,5,8,0.0943
Zurich,postgresql,4,9,0.0755
Zurich,terraform,4,9,0.0755
Zurich,clean_code,3,10,0.0566
Zurich,databricks,3,10,0.0566
Zurich,dbt,3,10,0.0566
Zurich,dotnet,3,10,0.0566
Zurich,javascript,3,10,0.0566
Zurich,kotlin,3,10,0.0566
Zurich,rest_api,3,10,0.0566
Zurich,csharp,2,11,0.0377
Zurich,kafka,2,11,0.0377
Zurich,openshift,2,11,0.0377
Zurich,pytorch,2,11,0.0377
Zurich,scala,2,11,0.0377
Zurich,scikit_learn,2,11,0.0377
Zurich,snowflake,2,11,0.0377
Zurich,tensorflow,2,11,0.0377
Zurich,ansible,1,12,0.0189
Zurich,devsecops,1,12,0.0189
Zurich,etl,1,12,0.0189
Zurich,go,1,12,0.0189
Zurich,linux,1,12,0.0189
Zurich,microservices,1,12,0.0189
Zurich,mongodb,1,12,0.0189
Zurich,mysql,1,12,0.0189
Zurich,nodejs,1,12,0.0189
Zurich,php,1,12,0.0189
Zurich,playwright,1,12,0.0189
Zurich,rust,1,12,0.0189
Zurich,symfony,1,12,0.0189
Zurich,test_automation,1,12,0.0189
Zurich,vue,1,12,0.0189
Zurich (ZNLZ) (CH),agile,1,1,1.0
Zurich (ZNLZ) (CH),azure,1,1,1.0
Zurich (ZNLZ) (CH),ci_cd,1,1,1.0
Zurich (ZNLZ) (CH),docker,1,1,1.0
Zurich (ZNLZ) (CH),git,1,1,1.0
Zurich (ZNLZ) (CH),kubernetes,1,1,1.0
Zurich (ZNLZ) (CH),microservices,1,1,1.0
"Zurich, CH",agile,1,1,0.5
"Zurich, CH",angular,1,1,0.5
"Zurich, CH",ci_cd,1,1,0.5
"Zurich, CH",devops,1,1,0.5
"Zurich, CH",devsecops,1,1,0.5
"Zurich, CH",java,1,1,0.5
"Zurich, CH",openshift,1,1,0.5
"Zurich, CH +1 weitere …",agile,1,1,1.0
Zweigbüro Mels,agile,1,1,1.0
Zwingen,aws,1,1,0.5
Zwingen,azure,1,1,0.5
Zwingen,gcp,1,1,0.5
Zürich,agile,43,1,0.2622
Zürich,azure,41,2,0.25
Zürich,ci_cd,41,2,0.25
Zürich,devops,35,3,0.2134
Zürich,kubernetes,32,4,0.1951
Zürich,docker,31,5,0.189
Zürich,python,31,5,0.189
Zürich,git,30,6,0.1829
Zürich,sql,28,7,0.1707
Zürich,java,26,8,0.1585
Zürich,linux,22,9,0.1341
Zürich,dotnet,18,10,0.1098
Zürich,react,16,11,0.0976
Zürich,csharp,14,12,0.0854
Zürich,terraform,13,13,0.0793
Zürich,angular,12,14,0.0732
Zürich,aws,12,14,0.0732
Zürich,spring,12,14,0.0732
Zürich,typescript,11,15,0.0671
Zürich,gcp,9,16,0.0549
Zürich,microservices,9,16,0.0549
Zürich,openshift,9,16,0.0549
Zürich,oracle,9,16,0.0549
Zürich,rest_api,9,16,0.0549
Zürich,ansible,7,17,0.0427
Zürich,javascript,7,17,0.0427
Zürich,postgresql,7,17,0.0427
Zürich,bigquery,6,18,0.0366
Zürich,etl,6,18,0.0366
Zürich,go,6,18,0.0366
Zürich,airflow,5,19,0.0305
Zürich,graphql,5,19,0.0305
Zürich,kotlin,5,19,0.0305
Zürich,mssql,5,19,0.0305
Zürich,redis,5,19,0.0305
Zürich,c++,4,20,0.0244
Zürich,elasticsearch,4,20,0.0244
Zürich,mongodb,4,20,0.0244
Zürich (CH),agile,1,1,1.0
Zürich (CH),azure,1,1,1.0
Zürich (CH),ci_cd,1,1,1.0
Zürich (CH),docker,1,1,1.0
Zürich (CH),git,1,1,1.0
Zürich (CH),kubernetes,1,1,1.0
Zürich (CH),microservices,1,1,1.0
Zürich Flughafen,c++,1,1,0.5
Zürich Flughafen,rust,1,1,0.5
Zürich Seebach,agile,4,1,0.8
Zürich Seebach,linux,3,2,0.6
Zürich Seebach,ansible,1,3,0.2
Zürich Seebach,c++,1,3,0.2
Zürich Seebach,ci_cd,1,3,0.2
Zürich Seebach,csharp,1,3,0.2
Zürich Seebach,git,1,3,0.2
Zürich Seebach,python,1,3,0.2
Zürich aber,aws,1,1,1.0
Zürich aber,azure,1,1,1.0
Zürich aber,ci_cd,1,1,1.0
Zürich aber,dbt,1,1,1.0
Zürich aber,etl,1,1,1.0
Zürich aber,gcp,1,1,1.0
Zürich aber,python,1,1,1.0
Zürich aber,scala,1,1,1.0
Zürich aber,sql,1,1,1.0
Zürich oder,csharp,1,1,1.0
Zürich oder,javascript,1,1,1.0
Zürich oder,react,1,1,1.0
Zürich oder,sql,1,1,1.0
Zürich und,linux,1,1,1.0
Zürich und/oder Mägenwil und Homeoffice,agile,1,1,1.0
Zürich und/oder Mägenwil und Homeoffice,ci_cd,1,1,1.0
"Zürich-Flughafen, Schweiz",airflow,1,1,1.0
"Zürich-Flughafen, Schweiz",aws,1,1,1.0
"Zürich-Flughafen, Schweiz",ci_cd,1,1,1.0
"Zürich-Flughafen, Schweiz",etl,1,1,1.0
"Zürich-Flughafen, Schweiz",java,1,1,1.0
"Zürich-Flughafen, Schweiz",kafka,1,1,1.0
"Zürich-Flughafen, Schweiz",linux,1,1,1.0
"Zürich-Flughafen, Schweiz",oracle,1,1,1.0
"Zürich-Flughafen, Schweiz",postgresql,1,1,1.0
"Zürich-Flughafen, Schweiz",python,1,1,1.0
"Zürich-Flughafen, Schweiz",rest_api,1,1,1.0
"Zürich-Flughafen, Schweiz",sql,1,1,1.0
Zürich-Oerlikon,azure,1,1,1.0
Zürich-Oerlikon,php,1,1,1.0
Zürich-Schlieren,azure,1,1,1.0
Zürich-Schlieren,php,1,1,1.0
